,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
3071,ts23955,Strange Days at Blake Holsey High,SHOW,"Black Hole High is a Canadian science fiction television program which first aired in North America in October 2002 on NBC and Discovery Kids. It is set at the fictional boarding school of the title, where a Science Club investigates mysterious phenomena, most of which is centered around a wormhole located on the school grounds. Spanning four seasons, the series developed into a success, and has been sold to networks around the globe.

Created by Jim Rapsas, the series intertwines elements of mystery, drama, romance, and comedy. The writing of the show is structured around various scientific principles, with emotional and academic struggles combined with unfolding mysteries of a preternatural nature. In addition to its consistent popularity among children, it has been recognised by adults as strong family entertainment. Forty-two episodes of the series, each roughly twenty-five minutes in length, have been produced, the last three of which premiered in January 2006. Those three final episodes that aired were combined into a film, Strange Days: Conclusions. The show was filmed at the Auchmar Estate on the Hamilton Escarpment in Hamilton, Ontario.",2002,TV-Y7,21,"['scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",4.0,tt0337539,8.0,1350.0,3.961,8.6,4,8.3
3073,ts1096,Class of the Titans,SHOW,"Imprisoned thousands of years ago by his son Zeus, Cronus, the god of time, escapes from the Underworld. Now history is about to repeat itself as Cronus heads a legion of mythological monsters in his quest to conquer and destroy the world...But there is a prophecy... Seven teenagers stand in his way. The unknowing descendants of great mythological heroes, under the guidance of the Olympian Gods, find the power within themselves to save the world from the encroaching evil.",2005,TV-Y7,23,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['CA'],2.0,tt0758577,7.1,531.0,8.164,7.1,2,7.1
3076,ts38010,MegaStructures,SHOW,"MegaStructures is a documentary television series appearing on the National Geographic Channel in the United States and the United Kingdom, Channel 5 in the United Kingdom, France 5 in France, and 7mate in Australia.

Each episode is an educational look of varying depth into the construction, operation, and staffing of various structures or construction projects, but not ordinary construction products.

Generally containing interviews with designers and project managers, it presents the problems of construction and the methodology or techniques used to overcome obstacles. In some cases this involved the development of new materials or products that are now in general use within the construction industry.

MegaStructures focuses on constructions that are extreme; in the sense that they are the biggest, tallest, longest, or deepest in the world. Alternatively, a project may appear if it had an element of novelty or are a world first. This type of project is known as a Megaproject.",2004,TV-PG,59,['documentation'],['US'],18.0,tt0446850,7.3,998.0,6.549,7.6,18,7.449999999999999
3078,ts43866,Serial Killers,SHOW,"This 7-part season is filled with expert interviews and in-depth portraits of some of America's most infamous killers including John Wayne Gacy, David Berkowitz, Richard Ramirez, James DeAngelo, Aileen Wuornos, Jeffrey Dahmer, Andrew Cunanan, Ted Bundy and many others.",2009,TV-MA,53,"['documentation', 'crime', 'drama', 'horror']",['NZ'],1.0,tt10534980,7.4,26.0,1.134,6.0,1,6.7
3086,ts21478,My Kitchen Rules,SHOW,"My Kitchen Rules is an Australian competitive cooking game show broadcast on the Seven Network since 2010. The series is produced by the team who created the Seven reality show My Restaurant Rules, and was put into production based on the success of Network Ten's MasterChef Australia. My Kitchen Rules has just been renewed by the Seven Network for a fifth series.",2010,TV-14,56,['reality'],['AU'],11.0,tt1626459,7.1,879.0,12.719,6.2,11,6.65
3087,ts52515,Requiem from the Darkness,SHOW,"Momosuke is a young man with a dream: to travel Japan and collect one hundred stories. He journeys from place to place, searching for tales of the paranormal and bizarre, hoping to collect tales to publish in his book. However, the calm of Momosuke's life soon is shattered by a chance meeting with three sinister beings: Mataichi the priest, Nagamimi the bird-caller, and the beautiful Ogin. Soon, Momosuke learns that there might be more to his newfound comrades than first meets the eye...",2003,TV-14,25,"['thriller', 'animation', 'horror']",['JP'],1.0,tt1290729,7.1,247.0,6.645,9.0,1,8.05
3091,ts17364,Chaotic,SHOW,Chaotic is an American-Canadian animated fantasy television series produced by 4Kids Entertainment and animated by Bardel Entertainment. It is based on the Danish trading card game of the same name. Much of the plot is based on the original storyline of the Danish trading card game.,2006,TV-Y7,21,"['scifi', 'animation', 'family', 'fantasy']","['CA', 'US', 'DK', 'JP']",3.0,tt0850635,6.4,561.0,1.4,9.0,3,7.7
3096,ts22345,WordGirl,SHOW,"WordGirl is an American children’s animated television series for children aged 9 –12, produced by the Soup2Nuts animation unit of Scholastic Entertainment for PBS Kids. The show began as a series of shorts that premiered on PBS Kids Go! on November 10, 2006, usually shown at the end of Maya & Miguel; the segment was then spun off into a new thirty-minute episodic series that premiered on September 3, 2007 on most Public Broadcasting Service member stations. This animated show is aimed at children six to twelve years old, but viewers older than this demographic have been reported as well. It is designed to teach about the expansive English language and its vocabulary. All four seasons each have twenty-six episodes. The show is also seen on some educational networks in Canada, including Knowledge in British Columbia and TVOntario, as well as Discovery Kids in Latin America. The program is also syndicated internationally in places such as Australia and Italy. The Spanish version is called ""Chica Supersabia"" and it is translated and dubbed in Caracas, Venezuela, and the Brazilian version is called ""Garota Supersábia"". There is a Catalan version called ""La Súper Mots"" and a Portuguese version called ""Super Sabina"". The show has received six Daytime Emmy nominations, winning three for ""Outstanding Writing in Animation"" in 2008, 2012, and 2013.",2007,TV-PG,19,"['animation', 'action', 'comedy', 'family', 'scifi']",['US'],9.0,tt1128052,7.1,1231.0,33.935,7.3,9,7.199999999999999
3097,ts28500,Pucca,SHOW,"""Pucca"" is a TV series based on a Flash animation series published by Vooz Character Systems. It follows the trails and exploits of a South Korean girl named Pucca who is insanely in love with a prideful ninja named Garu. Meanwhile, Garu and Pucca help their town of Sooga Village out when evil ninjas attack, as well as diffuse a lot of the absurd situations that frequently plague the town. This show could best be described as a cleaned-up version of South Park meets Looney Tunes meets Naruto. There is some very subtly hidden adult humor; but most of the adult jokes would not go noticed by small children, who are the primary audience.",2006,TV-Y,13,"['animation', 'scifi', 'comedy', 'action', 'family', 'romance']","['CA', 'US']",5.0,tt0795256,6.8,4461.0,12.637,8.2,5,7.5
3098,ts17022,Busytown Mysteries,SHOW,"Busytown Mysteries, also known as Hurray for Huckle!, is a Canadian animated television series created by Cookie Jar Entertainment. Currently the series airs in Canada as part of the Kids' CBC block on the Tiny Pop channel and in the United States as part of the Cookie Jar TV block on CBS. Both season one and season two are available for viewing through Netflix streaming on demand. It takes place in Richard Scarry's Busytown and teaches the scientific method through stories in which Huckle Cat solve mysteries by examining evidence.

Season one was directed by Ken Cunningham and produced by Christine Davis. Animation for season one was produced by Heli Digital inc. Post production was handled by Fearless films and Supersonics productions inc. Season one was the winner of the 2009 CFTPA award for best children's program, and nominated for the 2009 Pulcinella award for best preschool series at Italy’s prestigious ""Cartoons on the Bay"".

Season two was directed by Larry Jacobs with post directing by Ken Cunningham and produced by Genna Du Plessis, and Audrey Velichka.",2007,TV-Y7,27,"['animation', 'family']",['CA'],2.0,tt1002836,6.4,154.0,3.581,7.0,2,6.7
3099,ts1740,Angelina Ballerina,SHOW,"Set in Chipping Cheddar, a place similiar to 1920s London, Angelina Ballerina features Angelina Mouseling, a bold little mouse with big dreams - she hopes to become the greatest ballerina in Mouseland.",2002,TV-G,21,"['animation', 'family', 'european']",['GB'],3.0,tt0319935,5.5,444.0,5.391,6.0,3,5.75
3101,ts30146,Mischievous Kiss,SHOW,"A clumsy high-school girl - Oh Ha-ni - is at the bottom of her class, and she has had a crush on a popular genius, Baek Seung-Jo, ever since she first laid eyes on him.",2010,TV-14,62,"['comedy', 'romance']",['KR'],1.0,tt2096097,7.1,3453.0,33.079,7.8,1,7.449999999999999
3105,ts26428,Yu-Gi-Oh! 5D's,SHOW,The third installment in the franchise of Yu-Gi-Oh! anime series.,2008,TV-Y7,24,"['scifi', 'fantasy', 'animation', 'action']",['JP'],5.0,tt1196094,6.9,1629.0,13.423,8.1,5,7.5
3112,ts31759,The Saddle Club,SHOW,"The Saddle Club is a children's television series based on the books written by Bonnie Bryant Like the book series, the scripted live action series follows the lives of three teenage girls in training to compete in equestrian competitions at the fictional Pine Hollow Stables, while dealing with problems in their personal lives.  Throughout the series, The Saddle Club navigates their rivalry with Veronica, training for competitions, horse shows, and the quotidian dramas that arise between friends and staff in the fictional Pine Hollow Stables. In each show, The Saddle Club prevails over its adversities, usually sending a message emphasizing the importance of friendship and teamwork.",2001,TV-Y,25,['family'],"['CA', 'AU', 'US']",3.0,tt0278876,5.9,1024.0,14.446,6.2,3,6.050000000000001
3114,ts35960,Tenjho Tenge,SHOW,"The story primarily focuses on the members of the Juken Club and their opposition, the Executive Council, which is the ruling student body of a high school that educates its students in the art of combat. As the story unfolds, both groups become increasingly involved with an ongoing battle that has been left unresolved for four hundred years.",2004,TV-PG,23,"['action', 'drama', 'romance', 'animation', 'comedy']",['JP'],1.0,tt0809815,6.9,1246.0,20.378,7.8,1,7.35
3123,ts16832,Fetch! with Ruff Ruffman,SHOW,"Fetch! with Ruff Ruffman, sometimes shortened as Fetch!, is a children's television series for children ages 6–12 on PBS during the PBS Kids Go! block of educational programming. It is a game show/reality show that is hosted by an animated anthropomorphic dog named Ruff Ruffman who dispenses challenges to the show's real-life contestants. The series ran for five seasons and 100 episodes from May 29, 2006 to November 4, 2010 on PBS, with 30 contestants in that time. In June 2010, WGBH announced that the series would end due to lack of funding. In June 2008, the series received its first Emmy for Best Original Song for its theme.",2006,TV-Y,27,"['animation', 'reality', 'comedy', 'family']",['US'],5.0,tt0496195,7.3,868.0,4.381,8.0,5,7.65
3126,ts34311,Ultraseven X,SHOW,"Ultraseven X is the 23rd entry in the Tsuburaya Productions' long-running Ultra Series. It is a revival of the 1967 classic Ultra Seven, and is the first in Tsuburaya Productions' Ultra hero series to be exclusively for an adult audience and in wide screen high-definition format. The show first aired on October 5, 2007 at 2.15am on CBC and 2.25am on TBS.",2007,TV-14,24,"['action', 'drama', 'horror', 'scifi', 'thriller']",['JP'],1.0,tt1081848,7.2,72.0,0.6,10.0,1,8.6
3143,ts36227,Supersize vs Superskinny,SHOW,"Supersize vs Superskinny is a British television programme on Channel 4 that features information about dieting and extreme eating lifestyles. One of the main show features is a weekly comparison between an overweight person, and an underweight person. The two are brought to a feeding clinic, and live together for five days, swapping diets all supervised by Dr Christian Jessen.

The show also featured Anna Richardson in the 1st, 2nd and 3rd series, who examined new methods to lose weight by trying diets she finds on the Internet, some of which have shocking side effects. For example, Anna attempted Laser lipolysis, which went drastically wrong and resulted in severe bruising. Also, she discovered Diabulimia and spoke to Isabelle Caro, a French actress, renowned for her underweight figure and anorexia campaign.

During the first series in 2008, one feature involved Gillian McKeith, who tried to find a way to ""ban big bums"" in the UK. She tested out different exercises to tone the buttocks of different groups of ladies, and made a leader board for the most effective.",2008,TV-PG,46,"['reality', 'documentation']",['GB'],7.0,tt1173421,6.6,500.0,5.714,6.2,7,6.4
